GEOID,x,y,area,population,p_public_transportation_commute,p_walk_commute,mean_commute_time,p_bachelors_degree_or_higher,unemployment_rate,p_GRAPI<15%,p_GRAPI>35%,p_without_health_insurance,p_nonfamily_household,p_vacant_housing_units,p_renter_occupied,median_household_income,p_SNAP_benefits,p_below_poverty_line,p_white,p_age_students,median_age,p_mobile_homes,p_without_person_vehicle,p_veterans,2000,2004,2008,2012,2016
13059030100,746435.5786505997,-726068.6410536891,3.756703447637128,5718,6.5,4.1,16.3,36.0,5.6,2.3,64.6,12.4,58.9,6.9,83.6,20000,23.9,53.6,56.7,75.5,24.4,0.6,19.8,1.4,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059030200,747458.6680122297,-727816.6557858133,4.49356574052316,5046,2.5,10.8,19.7,15.7,8.9,5.6,59.5,17.1,53.2,14.1,68.7,21466,33.9,48.2,26.9,45.2,27.9,3.3,23.7,4.0,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059130300,742113.8013201732,-723692.9442822608,17.93765737888138,5993,1.0,0.5,22.0,20.1,7.7,10.1,41.3,28.4,25.8,8.4,43.9,49063,19.2,31.9,45.1,15.9,30.0,0.0,8.6,4.1,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059130400,739147.1980245755,-724769.6095495042,14.133509262123248,5684,0.4,0.0,24.0,41.3,5.9,15.2,36.7,9.3,28.6,14.1,36.0,59073,10.5,18.7,56.9,27.0,37.8,1.7,2.8,8.1,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059130500,734766.4045203286,-727037.9673132879,31.409821481452635,2905,0.0,2.2,23.8,32.6,6.5,15.9,33.0,21.2,33.2,5.8,32.2,53879,10.5,11.7,57.8,33.7,41.3,13.4,2.7,11.8,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059130600,738501.3306953344,-728359.992186801,9.365824029638528,6903,5.5,0.0,18.8,38.3,10.3,6.2,52.3,18.0,43.6,5.5,52.4,42354,11.8,26.1,67.1,51.2,34.4,0.0,11.9,4.6,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059130700,737488.6806867876,-730364.9196838158,9.355299186409425,6321,4.9,0.0,18.5,49.8,5.8,17.6,39.1,12.2,48.6,4.5,66.4,54870,7.8,13.9,68.9,44.9,34.9,0.0,2.0,4.8,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059140300,745608.5486676956,-721578.9498569423,27.971401863281248,5484,0.0,1.1,21.1,11.2,4.1,6.7,49.4,25.1,43.9,5.5,56.8,30198,19.4,24.0,44.8,25.0,32.6,23.5,4.9,5.9,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059140400,749305.9499351183,-721904.5075314143,14.008411040045724,3534,0.0,0.0,19.6,18.2,6.9,0.0,44.4,30.0,34.2,6.0,29.8,27981,20.7,43.0,62.4,14.7,33.3,61.4,0.5,8.0,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059140500,750038.0550296389,-725720.0230416728,21.460760819317063,1944,2.3,0.0,19.7,8.0,1.8,2.3,55.3,24.1,41.2,7.0,76.8,21711,32.1,34.7,44.6,24.0,34.4,52.3,15.4,5.1,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059140600,753388.3068949156,-726161.7616276722,32.597954127299005,4570,2.9,1.2,22.0,33.8,8.8,10.8,42.8,15.2,36.6,10.6,44.6,42207,10.0,19.1,63.5,36.7,39.7,10.5,6.6,7.6,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059150300,741785.1037513054,-730843.9623321459,6.5391774761900585,3601,3.7,0.0,17.4,55.3,5.5,28.7,46.3,10.2,47.9,11.9,45.8,58750,2.0,21.8,61.5,61.5,36.4,1.0,10.0,8.1,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059150400,746206.8366083887,-733520.1373083928,14.741008937311854,4028,16.7,2.2,17.7,64.1,3.6,3.8,67.2,13.7,85.6,19.4,90.2,21883,5.3,64.6,72.5,98.9,22.4,0.6,3.7,0.6,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059150500,747692.3055237082,-730938.1728335352,6.071508490252998,4892,4.2,0.0,17.1,57.8,7.1,10.9,63.1,8.5,65.5,12.6,80.4,20770,14.4,52.5,79.7,85.2,23.2,0.7,6.7,0.6,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059150600,749000.5778088128,-729653.1902984359,3.5918992408743073,3364,6.3,0.8,19.8,43.7,3.0,5.5,45.7,13.2,69.2,9.2,82.0,30257,11.0,33.1,62.9,71.7,27.3,1.6,8.4,3.2,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059150700,751755.9831104701,-731383.4221552998,9.21037611725841,5868,1.4,0.0,21.2,41.6,5.2,9.9,65.3,15.5,50.8,9.3,59.9,41807,17.9,17.2,62.7,56.5,38.3,1.8,16.3,10.8,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059150800,750992.2292223141,-733611.6770345384,12.156099795889808,6517,0.0,2.3,23.5,54.0,2.1,9.4,37.4,11.8,33.5,4.3,35.5,66176,8.2,13.4,64.2,33.2,32.7,0.0,2.3,8.1,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13059150900,753636.0533701278,-735021.3982945475,49.058040056754535,4310,0.6,0.0,19.3,62.9,4.0,30.4,16.0,7.7,36.4,8.4,36.8,74213,11.8,16.6,66.6,44.3,33.4,4.6,1.5,7.0,0.4386127253210941,0.4093554528147947,0.34130976760751497,0.3520103959639199,0.3004962192816635
13061960300,602035.4066495063,-990353.8927955438,565.5917879499765,3001,0.8,4.4,29.7,7.9,17.3,23.5,53.5,23.6,42.4,39.2,36.0,25000,36.9,41.1,30.1,15.5,45.1,38.9,14.8,9.1,0.3530338849487785,0.3894414690130069,0.3883089770354906,0.38384560400285916,0.44813935075217737
13063040202,650584.1634440303,-768438.0801303007,10.1033971006637,2917,9.5,0.0,29.2,9.6,11.2,0.5,60.7,26.4,32.1,14.5,71.0,31809,41.6,18.8,11.1,18.6,25.7,0.0,17.1,6.6,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040203,646917.6433720574,-769518.4897429922,2.9201863758115087,3612,9.0,1.9,29.2,19.2,15.9,10.3,49.7,28.7,42.6,18.4,61.0,39203,24.7,17.1,2.5,29.1,31.5,0.0,6.8,6.4,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040204,647972.3528812341,-769439.7744896364,2.7638887060730717,4439,8.8,2.6,26.5,23.0,7.6,16.1,36.1,21.0,56.0,14.7,72.3,41029,18.5,24.6,3.9,17.5,29.4,1.6,13.6,5.5,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040302,654362.8478230287,-766141.6036360337,5.7672305578366805,5683,3.5,2.2,34.1,11.6,14.7,7.3,49.3,26.1,38.6,15.5,59.5,32973,32.4,31.3,28.0,16.3,26.7,0.0,16.0,5.3,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040303,656286.4755719888,-765956.0759357662,5.829994634472265,6467,5.8,1.5,34.0,12.9,11.3,18.8,46.9,25.3,36.5,16.3,45.5,35743,26.3,28.5,26.5,19.3,33.0,3.6,11.8,8.7,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040306,653186.0383176544,-769352.5486418917,4.389751399002466,4289,8.1,2.4,28.8,10.2,8.9,9.1,49.9,25.8,22.0,14.7,91.3,29821,41.9,38.4,19.8,19.3,25.5,6.9,8.5,6.1,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040307,655302.1806031076,-770232.9810507862,3.104653220990646,5082,0.0,0.0,32.1,8.0,11.5,7.4,39.6,24.7,23.0,10.5,40.2,38606,25.1,19.2,26.6,22.7,29.7,1.4,5.5,6.5,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040308,653360.9716285295,-767033.5033397627,9.291529283332439,4442,2.3,6.7,22.9,7.4,4.9,6.3,52.6,28.8,52.5,14.3,71.1,28933,26.8,25.4,30.2,30.7,39.4,0.0,16.4,4.9,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040407,658308.006209539,-768937.916181424,9.21216951251331,3931,3.4,2.3,23.8,15.1,5.9,11.2,50.6,19.4,30.0,13.8,30.5,48298,14.7,16.7,19.7,25.0,32.8,1.8,3.5,8.0,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040408,657973.1951491096,-770772.2327157158,6.660132397691579,8338,1.8,5.9,27.5,12.0,12.1,4.9,47.2,22.3,35.2,16.7,57.9,43173,17.1,19.2,18.6,54.1,27.0,1.3,15.2,5.4,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040409,660751.3514133861,-770738.7798337623,3.747810764143755,6116,1.0,1.6,31.7,18.0,5.3,9.4,32.2,20.2,27.4,10.5,44.8,50029,19.3,10.7,18.9,24.9,30.2,1.2,2.2,5.6,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040410,659997.6023273576,-766643.6665731219,22.485338848320133,7106,4.1,0.0,30.0,13.6,6.2,25.0,42.9,21.1,36.1,8.9,30.6,49381,12.7,11.1,21.6,13.2,38.1,6.8,7.7,10.7,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040411,663689.7987390934,-769368.3721031793,18.306329523642727,13346,1.5,0.6,36.7,31.7,4.3,14.3,26.5,9.8,23.2,8.9,10.1,70268,13.5,3.9,8.0,30.8,35.8,2.5,1.1,10.3,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040412,658681.7288890885,-773096.366452612,8.027777977520573,7416,0.8,0.0,28.7,20.7,8.8,23.5,49.4,21.7,41.7,17.3,65.7,38327,27.1,17.8,16.4,33.7,33.8,0.0,7.9,3.6,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040413,662671.3866047786,-772832.4987159643,5.793086170309679,7345,0.4,1.4,33.9,28.5,7.5,9.1,43.3,17.9,28.2,12.4,33.2,53396,12.5,16.4,17.0,20.0,33.2,7.8,4.7,9.1,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040414,654389.207076084,-771583.6013692326,2.1081297443467006,2111,2.6,0.0,35.1,7.8,13.5,11.2,46.3,27.0,27.8,11.8,69.1,38523,26.2,19.5,32.2,27.8,26.9,0.0,6.3,8.8,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040415,653850.567014552,-772981.793292496,4.086455993449736,6335,2.7,4.7,26.6,15.5,5.6,10.0,43.8,32.3,36.5,19.3,87.0,35642,31.4,43.9,20.8,14.8,26.8,4.4,10.5,6.9,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040416,656110.6976886878,-772101.6127177273,3.8516872483064,3450,5.0,2.2,26.9,12.4,5.1,9.8,37.3,22.7,25.9,14.5,34.7,51613,22.4,20.3,19.6,9.3,34.9,0.8,6.9,3.7,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040417,655893.4703075461,-773902.1718434438,5.201684773596296,5489,4.0,5.2,24.0,14.5,9.1,2.5,43.1,19.6,36.7,15.0,82.0,37326,24.3,30.2,9.5,10.8,24.2,1.2,6.5,8.2,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040509,647533.7310027186,-772040.0908287932,5.228527933904011,4554,3.8,0.5,32.0,26.8,4.3,11.6,39.8,15.7,31.7,14.7,30.7,59583,16.5,17.0,5.5,18.6,42.9,0.0,2.1,9.0,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040510,649361.8779480264,-771353.0584693926,3.0432163269281096,4048,13.4,1.9,33.4,17.0,13.2,6.1,59.4,24.7,29.2,14.9,55.8,45750,31.3,33.0,4.9,11.0,28.4,0.0,10.1,8.2,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040512,649343.7218005063,-773200.8371655088,4.535506831244615,5387,4.8,2.7,29.8,19.6,9.0,9.4,44.9,15.2,34.8,10.1,53.1,39009,29.9,16.4,6.8,22.1,33.9,0.0,12.1,5.5,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040513,648380.2185454784,-774614.2614702182,7.0152263753716815,4589,3.1,0.0,34.3,15.3,10.4,10.8,36.7,11.8,25.6,12.0,33.5,63103,25.5,13.9,14.2,25.9,44.2,0.0,0.6,6.9,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040514,649500.6767126899,-776888.4060903956,4.891184302173859,7858,1.9,0.0,35.7,20.0,16.2,9.2,38.0,20.6,29.8,9.4,54.6,44090,26.3,24.5,11.1,19.1,34.3,10.3,2.9,8.9,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040515,651323.592039661,-777594.6525604418,6.026835779183951,7183,2.1,0.7,33.6,12.9,8.4,13.6,41.8,16.0,41.9,9.7,58.9,40397,19.4,18.6,9.8,25.9,32.7,0.0,2.8,5.6,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040516,653150.1944053611,-777570.3630175152,4.441870251676204,6431,7.8,0.0,42.3,16.1,12.4,5.6,57.5,18.8,34.3,13.5,52.1,50080,30.6,30.6,7.9,21.4,30.0,0.0,4.6,7.9,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040518,652880.6784329264,-779954.055779785,3.546140672097931,5366,3.0,1.3,32.3,12.3,12.1,16.6,45.1,23.6,18.7,14.3,59.5,43172,33.3,22.1,14.1,24.4,33.1,1.5,9.0,7.2,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040519,650096.53585547,-770869.502671041,1.6045275258090899,5075,12.8,1.9,28.6,16.1,11.7,12.3,44.1,23.4,61.2,7.5,99.2,33633,30.3,26.7,0.9,13.8,28.5,0.0,16.0,7.9,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040520,650346.4635275821,-769901.8551895182,2.172384256475363,4283,9.7,2.8,27.9,13.5,12.7,8.2,38.8,26.5,57.9,12.0,85.4,35476,19.4,21.9,2.7,25.9,28.8,0.3,14.3,9.2,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040521,652781.8979227913,-773264.3018351337,2.633379353560368,3424,8.0,2.1,25.9,12.2,12.8,14.3,60.2,20.9,25.9,10.6,50.2,34900,34.8,23.5,11.8,21.4,30.9,0.0,8.7,12.3,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040522,651781.7978600812,-771576.5480450453,5.030794102025301,4833,1.2,1.6,26.3,18.4,9.3,5.3,51.4,14.9,38.1,14.5,64.2,35647,24.7,25.1,14.7,21.5,30.9,0.8,11.6,7.2,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040523,651160.2810294512,-774570.0837011928,2.7087991790552737,3069,3.4,4.0,24.8,21.8,2.0,8.5,46.2,14.0,29.8,11.0,53.6,39404,25.6,19.9,11.4,14.2,33.6,0.0,10.9,3.1,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040524,652711.5226642089,-775240.5370928857,5.406420496021168,7830,6.6,0.0,28.7,19.8,8.5,11.6,31.1,11.4,35.1,2.8,56.6,46053,24.7,16.0,9.9,29.5,33.7,0.0,3.1,6.8,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040525,651966.0785647588,-780728.1223587107,2.3463208294853013,3176,0.9,0.0,32.9,28.4,10.0,7.8,56.9,18.5,29.3,5.0,34.5,41667,26.0,27.2,7.0,14.1,33.4,0.6,4.0,10.0,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040526,650780.0173501552,-780284.0563094727,5.083995714355948,6896,1.0,0.0,36.6,20.5,11.3,5.8,46.3,16.9,31.1,7.6,40.9,52553,20.5,26.4,14.2,14.9,29.8,1.7,7.0,7.6,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040606,660376.4760768148,-784508.741049446,25.024657042317227,3596,1.0,3.2,35.8,11.7,6.3,8.2,62.3,11.9,36.4,19.5,22.0,44025,15.3,14.8,45.3,12.4,32.5,27.0,7.9,8.3,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040608,655111.4714119766,-791193.2874814668,45.144708567042414,12430,1.0,0.0,39.7,32.5,4.3,16.4,34.9,14.3,23.8,6.5,26.9,62855,13.5,14.5,17.8,27.1,35.7,0.0,2.5,8.5,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040609,658567.1593047457,-775837.1977446985,9.38301974938507,6427,2.1,0.0,28.5,12.4,5.7,17.9,40.0,17.8,38.9,13.0,31.5,48458,14.5,8.4,20.2,36.1,35.8,0.0,3.8,11.2,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040611,655365.132455213,-775872.4658728875,6.20124526990388,6225,0.0,0.1,24.7,9.5,7.3,7.5,40.4,29.5,38.7,18.9,74.1,31463,36.5,31.3,25.1,13.5,28.8,14.1,15.0,6.6,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040612,655504.9528367728,-778772.1601672692,7.109893330346894,7827,2.6,1.7,26.1,12.6,8.6,13.0,43.8,19.2,28.7,11.4,61.1,34619,30.2,32.1,21.5,21.2,31.8,0.2,10.5,6.0,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040613,658873.3503391888,-780010.1544166903,13.703282153093529,8302,1.5,0.7,35.2,31.8,9.8,4.0,33.1,14.4,18.7,9.5,24.7,64185,18.5,18.4,29.4,30.9,41.1,0.0,5.6,11.8,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040614,660844.6659737304,-778330.0508167575,14.03789898588433,4716,0.0,0.0,32.3,35.2,6.3,13.2,66.8,15.8,26.3,13.1,17.1,71425,8.8,4.0,47.3,41.1,52.1,0.4,3.6,13.0,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040615,660812.3248377577,-775970.4658117286,3.2663290644100984,2037,0.6,0.0,27.3,20.5,4.7,7.1,40.9,9.4,20.5,11.4,30.4,68277,15.9,16.5,26.3,19.9,38.1,0.0,1.7,12.7,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040616,661843.934816181,-774147.0930244745,6.3445296048519655,8385,1.1,1.5,29.4,26.5,3.9,10.2,34.7,16.9,36.3,12.8,68.7,57779,15.6,16.4,11.7,28.2,31.3,0.0,2.9,9.6,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040617,664333.3555823107,-774279.8362478471,1.0888358084458651,1334,0.0,3.2,29.7,7.5,6.7,7.3,35.8,30.6,29.1,16.2,41.8,33894,33.2,24.4,72.8,8.4,21.5,95.6,8.0,6.4,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040619,654049.5942374306,-780433.2260004493,3.7341905035623126,2453,1.2,0.0,31.5,24.6,8.6,22.9,33.8,16.5,30.0,10.8,25.7,63893,12.6,3.6,20.0,27.2,39.5,0.0,1.8,10.3,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040620,655011.6210757568,-782339.5483437736,9.172106960072652,4468,0.3,0.3,33.4,24.8,6.9,6.3,45.1,10.7,21.7,6.1,21.4,65563,14.3,6.7,18.0,21.9,34.5,0.0,3.8,10.7,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040621,656876.9843197119,-785466.9805023093,8.054656297795084,9972,0.0,0.8,34.8,28.4,7.9,1.8,51.1,12.5,24.6,2.7,31.0,54758,16.2,13.7,14.6,19.9,33.0,0.4,1.6,13.9,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063040622,655880.591065388,-783458.9509265122,8.389020990368202,8578,1.2,0.1,36.7,17.4,8.1,10.4,39.8,23.5,23.6,8.1,40.2,48423,29.1,26.8,25.5,14.9,29.3,30.6,8.8,8.0,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13063980000,648707.8043565411,-766111.9494221968,14.809599777778212,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33272230369284095,0.29167245231573236,0.16667171548877646,0.1480923852242192,0.13916249380949763
13065970100,813517.7826814499,-1045823.6465255178,780.8416034583253,5388,0.0,0.5,16.9,13.2,6.5,36.0,19.3,20.0,37.9,11.1,25.1,27438,15.4,36.9,70.3,16.7,37.8,37.5,6.1,6.0,0.5721027792343996,0.6668147490004442,0.6291713535808023,0.6522448979591837,0.7157065893079155
13065970200,825796.77664392,-1072225.8736207974,1357.064309898111,1355,0.0,0.0,22.8,2.9,7.1,27.2,64.9,26.0,30.6,31.9,38.5,19571,39.6,48.3,48.0,14.5,37.1,39.3,17.5,4.8,0.5721027792343996,0.6668147490004442,0.6291713535808023,0.6522448979591837,0.7157065893079155
13067030101,621948.5788341853,-720857.179166242,30.827151568764773,7825,0.0,0.0,34.5,31.4,7.2,26.9,9.5,12.3,20.4,2.3,18.8,82500,6.8,14.0,87.1,21.6,43.2,2.8,0.4,10.4,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030103,625838.6974405064,-720547.4349945048,16.12362734551494,9370,0.3,1.4,32.1,44.6,8.1,23.0,29.1,7.3,24.1,7.2,19.6,78494,7.1,7.9,60.7,28.1,38.5,4.6,1.7,7.7,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030104,625466.3058250113,-718025.160588923,4.051834827727854,3729,0.0,0.8,29.8,23.7,5.0,3.3,57.0,18.0,37.9,11.5,53.3,46750,15.9,18.8,72.8,26.5,36.6,0.0,7.7,9.9,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030106,628009.285009162,-718436.2602414181,3.6577977225197187,7256,0.0,1.2,32.3,30.5,5.7,8.9,42.3,17.6,37.1,8.3,43.5,51949,12.4,10.5,49.8,20.0,33.7,0.0,6.7,7.9,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030107,630052.3842763412,-717857.5046294706,4.124785975941723,5368,1.7,0.0,33.1,45.1,5.6,17.1,19.7,7.4,17.7,2.6,14.1,91698,3.2,1.6,61.9,26.8,36.0,0.0,0.6,7.7,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030209,628940.8036134165,-732964.1104554808,13.727604186454748,7718,0.0,0.3,38.9,40.5,5.2,5.5,48.2,6.2,17.0,1.7,9.7,97321,4.7,6.3,65.9,19.7,43.1,0.0,1.8,11.3,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030214,626652.0855039902,-724296.3122859002,10.696513144818207,7535,0.0,0.0,37.0,46.2,4.8,25.9,36.3,7.2,26.3,2.3,18.4,86406,3.7,8.0,83.3,30.5,45.6,0.0,2.6,11.2,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030215,629205.4290799007,-724928.6732974867,7.257394045220696,9919,2.2,2.9,31.9,44.4,7.5,25.8,22.9,14.5,20.1,1.3,16.9,73216,8.1,7.6,73.7,22.9,33.4,10.1,0.0,8.5,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030218,627286.1738878044,-727516.1624651575,9.102650682791822,5300,0.0,0.0,37.7,66.9,5.1,0.0,11.6,3.1,6.9,4.7,4.6,139450,1.3,2.9,77.0,10.7,41.5,0.5,1.4,7.4,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030219,622391.3639325845,-725546.8423380404,18.775730167975766,10548,0.9,1.7,37.5,51.1,5.8,26.6,4.8,5.4,9.1,2.2,7.5,109345,0.3,4.5,79.3,24.9,41.6,0.0,0.0,10.0,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030220,635538.5084666199,-719884.7730965745,1.8242493009625649,1734,0.0,1.5,33.2,43.9,6.1,0.0,3.6,6.1,19.6,3.8,11.5,88158,3.3,6.1,64.6,22.5,42.2,0.0,0.0,5.7,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030222,634245.3031374579,-718611.9815711519,4.5979634578327255,5972,1.1,0.7,28.6,53.7,3.0,19.0,34.7,5.3,16.2,1.8,14.0,103717,3.0,4.9,81.5,23.1,39.6,0.0,1.6,10.2,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030223,632635.9357227073,-718766.8280737147,4.512807982129088,6462,0.6,0.3,32.0,33.0,1.6,11.4,24.1,13.2,34.8,5.4,44.5,75268,9.0,8.6,60.7,36.2,34.7,3.0,2.2,9.1,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030224,628727.213606287,-721951.7533699592,4.5990729178441105,6442,4.0,1.8,39.4,49.1,2.1,7.4,51.7,10.8,24.1,6.6,30.8,75057,3.8,5.1,67.0,28.8,33.9,0.0,4.6,3.7,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030226,630509.8339960466,-719854.8981933576,7.017816299121771,10601,1.5,0.4,33.9,54.9,3.6,16.1,37.4,10.8,31.3,5.1,32.2,84819,4.0,9.5,54.9,35.3,30.8,0.0,1.9,6.7,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
13067030227,631139.3983427981,-722489.1083738238,8.729648039831408,7989,1.2,0.0,35.2,30.2,4.1,17.2,37.3,22.0,34.9,8.2,39.2,67612,5.8,13.4,66.0,39.2,34.4,1.3,3.7,8.1,0.6184531408196505,0.625282061264067,0.5476354457304122,0.5633073748712465,0.48848523957538026
