,start,end,street_name,delay8pm,delay5pm
5647,42433163,42431201,SaintNicholasAvenue,15.148873877349155,18.434769061400075
5648,42431200,42431201,West113thStreet,22.033229947916652,23.086831103965697
5649,42433549,42433550,EastBroadway,8.023060150407067,10.569320211720225
5650,42433551,42433550,EastBroadway,25.975095319073723,21.37528076315788
5651,42433151,42427769,SaintNicholasAvenue,12.049929883720935,14.772631609195402
5652,42427773,42427769,West192ndStreet,22.168008461538463,23.04729090909091
5653,42433030,42455234,West166thStreet,7.981262100840339,10.668119393939396
5654,42433027,42455234,AudubonAvenue,6.015299496402878,13.342258387096775
5655,42432226,42455234,AudubonAvenue,9.958235072463767,12.510029666666664
5656,42433030,42432228,SaintNicholasAvenue,4.980565855361594,8.92760657545605
5657,42432226,42432228,West167thStreet,13.003757608695652,16.797051000000003
5658,42428978,42432228,SaintNicholasAvenue,8.863691282051281,12.34659941763727
5659,42433030,42428975,West166thStreet,9.995045804597703,11.458380080321286
5660,42428973,42428975,Broadway,6.481733953617551,11.23476092643052
5661,42433564,42435308,CentralParkWest,12.571289186167718,13.552087829661597
5662,42421800,42435308,CentralParkWest,11.30346638393917,16.34102576242675
5663,42432867,42456041,1stAvenue,10.428348394078684,15.996550837926039
5664,42423565,42456041,East58thStreet,61.52209959919837,55.39584556594394
5665,42432867,42423564,East57thStreet,54.76523933649292,75.82568895333145
5666,42432861,42423564,East57thStreet,27.307643864610117,37.49779475166874
5667,42433252,42442549,AmsterdamAvenue,9.559578337779428,11.460112007199454
5668,42433256,42441889,RiversideDrive,10.731073397226117,11.814921246114721
5669,42431106,42441889,West99thStreet,33.347605417028646,38.242188131502296
5670,42433057,42433046,SaintNicholasAvenue,10.766418461538468,13.567511544715453
5671,42429466,42433046,SaintNicholasAvenue,6.217880665701883,12.630175723830732
5672,42428998,42433046,West174thStreet,22.148156296296314,25.616234516129023
5673,42432999,42433011,SaintNicholasAvenue,7.6187477715877465,11.470749435336973
5674,42433205,42438468,WaterStreet,12.234661561403506,14.380341601642707
5675,42433526,42427012,FDRDrive,42.97528304347826,102.2470548780488
5676,42432905,42429735,SaintNicholasAvenue,19.893302479815453,22.4208265267728
5677,42432900,42429735,SaintNicholasAvenue,17.337160068846813,22.573197410169488
5678,42429741,42429735,West120thStreet,12.229286247666463,13.832795111237886
5679,42433490,42427024,FDRDrive,6.462073643321348,8.540167002704523
5680,42432985,42432990,SaintNicholasAvenue,20.97239162772585,30.008147097378284
5681,42432992,42432990,SaintNicholasAvenue,10.131973557046974,13.583200716723548
5682,42433278,42433275,WaverlyPlace,21.121824809245354,18.556293138658628
5683,42430828,42433275,West11thStreet,20.91950388773264,17.046487092738538
5684,42433278,42432205,BankStreet,19.03376094287041,13.41517273762094
5685,42432208,42432205,GreenwichAvenue,24.79995151589744,19.984670303343663
5686,42430828,42432205,GreenwichAvenue,23.694858407302647,20.37509322214911
5687,42433272,42433269,WaverlyPlace,10.321544394415712,8.86458439256689
5688,42432199,42433269,CharlesStreet,38.139389387205384,31.996242960972854
5689,42433272,42432201,PerryStreet,23.71743692018171,20.916082398052357
5690,42432199,42432201,GreenwichAvenue,21.635485763048397,19.53442182698961
5691,42430828,42432201,GreenwichAvenue,23.529871221993783,18.62851211351468
5692,42433264,42432194,West10thStreet,44.663612024533,40.16018129903663
5693,42432199,42432194,GreenwichAvenue,23.946470685791628,20.337666792962466
5694,42421882,42432194,GreenwichAvenue,27.221713509528012,22.87327985809457
5695,42432825,42445947,MadisonAvenue,12.777003673273153,21.579256267478815
5696,42427762,42445947,East58thStreet,43.391289898921826,66.26053247966621
5697,42432825,42432834,East57thStreet,36.486337605167506,60.480693300159935
5698,42432847,42432834,East57thStreet,49.542469450857865,61.719292313582535
